-450.0,-162.0,-90.0,35.0,4000.0,-982.0,2826.0,-2938.0
-879.0,-143.0,-54.0,9.0,4000.0,-1186.0,2826.0,-2280.0
-677.0,-118.0,26.0,4.0,4000.0,-1376.0,2777.0,-1735.0
-555.0,-107.0,-53.0,-17.0,4000.0,-1440.0,2811.0,-1175.0
-493.0,-115.0,-103.0,-11.0,4000.0,-1270.0,2956.0,-608.0
-153.0,-151.0,-225.0,-5.0,4000.0,-1047.0,2944.0,-665.0
33.0,-196.0,-137.0,-28.0,4000.0,-706.0,2814.0,-963.0
150.0,-214.0,46.0,-34.0,4000.0,-362.0,2956.0,-1013.0
192.0,-253.0,137.0,-22.0,4000.0,-77.0,3268.0,-1856.0
187.0,-278.0,65.0,-36.0,4000.0,89.0,3267.0,-3244.0
169.0,-281.0,67.0,-21.0,4000.0,283.0,3400.0,-4000.0
240.0,-224.0,89.0,-31.0,4000.0,406.0,3477.0,-4000.0
222.0,-217.0,-15.0,-42.0,4000.0,315.0,3477.0,-3480.0
86.0,-259.0,-20.0,-67.0,4000.0,127.0,3477.0,-1829.0
-82.0,-236.0,-44.0,-65.0,4000.0,50.0,3086.0,249.0
-232.0,-224.0,-112.0,-54.0,4000.0,7.0,2579.0,2550.0
-131.0,-261.0,-120.0,-25.0,4000.0,-46.0,2049.0,3910.0
371.0,-215.0,-128.0,-26.0,4000.0,-125.0,1475.0,4000.0
1110.0,-152.0,-151.0,-32.0,4000.0,-232.0,693.0,4000.0
1051.0,-129.0,-107.0,38.0,4000.0,-267.0,-27.0,4000.0
-82.0,-51.0,-34.0,83.0,3916.0,-258.0,-394.0,4000.0
-706.0,-38.0,234.0,106.0,3037.0,-139.0,-485.0,3651.0
870.0,-31.0,280.0,112.0,2243.0,-27.0,-450.0,2742.0
1659.0,-11.0,-265.0,126.0,1207.0,25.0,-646.0,1468.0
900.0,4.0,-610.0,85.0,-217.0,118.0,-685.0,-72.0
517.0,-8.0,-613.0,71.0,-1202.0,246.0,-424.0,-833.0
-301.0,-14.0,-512.0,29.0,-2140.0,456.0,-255.0,-1365.0
-476.0,26.0,-222.0,-87.0,-3274.0,608.0,-181.0,-1950.0
-440.0,5.0,164.0,-100.0,-4000.0,766.0,-318.0,-1998.0
-941.0,19.0,598.0,-101.0,-4000.0,967.0,-769.0,-2230.0
-1750.0,28.0,996.0,-86.0,-4000.0,1188.0,-1317.0,-2165.0
-1782.0,12.0,1387.0,-42.0,-4000.0,1340.0,-1804.0,-2324.0
-1260.0,33.0,1835.0,-124.0,-4000.0,1443.0,-2211.0,-2741.0
-1231.0,48.0,996.0,-226.0,-4000.0,1474.0,-2577.0,-3060.0
-654.0,105.0,-350.0,-230.0,-4000.0,1333.0,-2548.0,-3581.0
833.0,217.0,-536.0,-141.0,-4000.0,1214.0,-2663.0,-4000.0
1420.0,238.0,-696.0,-103.0,-4000.0,1183.0,-2728.0,-4000.0
1246.0,182.0,-548.0,-122.0,-4000.0,1140.0,-2418.0,-4000.0
841.0,135.0,-481.0,-31.0,-4000.0,1313.0,-2404.0,-4000.0
361.0,99.0,-572.0,15.0,-4000.0,1482.0,-1822.0,-4000.0
236.0,78.0,-551.0,-4.0,-4000.0,1710.0,-1462.0,-4000.0
65.0,91.0,-692.0,-31.0,-4000.0,1852.0,-1588.0,-3695.0
-35.0,57.0,-470.0,-5.0,-4000.0,1666.0,-1625.0,-2375.0
-104.0,60.0,-568.0,-2.0,-4000.0,1189.0,-2028.0,-1326.0
603.0,81.0,-768.0,47.0,-1879.0,249.0,-1804.0,-724.0
1372.0,64.0,-519.0,83.0,-934.0,-262.0,-1487.0,32.0
1018.0,95.0,5.0,90.0,-1031.0,13.0,-1258.0,564.0
399.0,87.0,198.0,138.0,-812.0,194.0,-652.0,1281.0
-260.0,41.0,236.0,105.0,-751.0,888.0,-941.0,1924.0
-637.0,26.0,218.0,67.0,-59.0,1269.0,-2269.0,2445.0
-584.0,7.0,10.0,18.0,-69.0,1157.0,-3191.0,2770.0
-741.0,-4.0,51.0,-12.0,440.0,1182.0,-3472.0,3202.0
-844.0,-14.0,113.0,-26.0,947.0,722.0,-3700.0,3651.0
-1038.0,-40.0,162.0,-20.0,953.0,681.0,-4000.0,3727.0
-669.0,-54.0,189.0,-37.0,686.0,506.0,-3574.0,3535.0
-253.0,-15.0,337.0,-4.0,-846.0,321.0,-1513.0,3340.0
-132.0,114.0,546.0,28.0,-1207.0,175.0,-388.0,3096.0
7.0,173.0,760.0,-30.0,-742.0,-216.0,-416.0,2754.0
