-1110.0,93.0,-251.0,-84.0,-4000.0,953.0,31.0,3487.0
-1131.0,132.0,-308.0,844.0,-4000.0,1182.0,602.0,4000.0
-1105.0,1.0,-145.0,720.0,-4000.0,921.0,759.0,4000.0
-807.0,-71.0,-257.0,728.0,-4000.0,394.0,496.0,4000.0
-483.0,5.0,-664.0,728.0,-4000.0,-169.0,30.0,4000.0
-508.0,137.0,-804.0,616.0,-4000.0,-630.0,-75.0,4000.0
-247.0,-101.0,-727.0,836.0,-4000.0,-672.0,92.0,4000.0
-39.0,-440.0,-473.0,1241.0,-4000.0,-137.0,116.0,3806.0
160.0,-1283.0,-145.0,2187.0,-4000.0,746.0,106.0,1846.0
80.0,-1802.0,-11.0,2086.0,-4000.0,1579.0,261.0,4000.0
-64.0,-1342.0,-108.0,1892.0,-4000.0,2512.0,598.0,2856.0
-51.0,-590.0,-99.0,2139.0,-4000.0,3018.0,989.0,1395.0
40.0,-318.0,0.0,1954.0,-4000.0,2943.0,1330.0,1468.0
145.0,-650.0,-116.0,1169.0,1222.0,2771.0,1534.0,-120.0
116.0,-575.0,72.0,-178.0,4000.0,2308.0,1866.0,-853.0
114.0,148.0,520.0,-1870.0,4000.0,2251.0,1971.0,-1469.0
315.0,333.0,671.0,-3960.0,4000.0,2512.0,1931.0,-2425.0
556.0,214.0,345.0,-3705.0,3916.0,2428.0,2061.0,-4000.0
433.0,326.0,-29.0,-2471.0,4000.0,2056.0,2125.0,-3024.0
287.0,227.0,-69.0,-901.0,4000.0,1018.0,2321.0,1901.0
553.0,355.0,-10.0,476.0,4000.0,-318.0,2517.0,3723.0
899.0,465.0,-15.0,714.0,4000.0,-2996.0,2647.0,2705.0
566.0,316.0,12.0,2281.0,4000.0,-4000.0,3103.0,1698.0
-300.0,-163.0,85.0,2775.0,4000.0,-4000.0,3983.0,-140.0
-506.0,-295.0,51.0,2086.0,4000.0,-3387.0,4000.0,-1891.0
-1131.0,-209.0,-86.0,1053.0,4000.0,-2998.0,3904.0,-2392.0
-2891.0,-398.0,-104.0,-73.0,4000.0,-3910.0,3270.0,-3387.0
-3543.0,-537.0,0.0,-1044.0,4000.0,-4000.0,2631.0,-4000.0
-3697.0,-509.0,-4.0,-1935.0,4000.0,-4000.0,628.0,-3753.0
-2593.0,-338.0,-316.0,-2586.0,4000.0,-4000.0,-1496.0,-2698.0
-479.0,36.0,-557.0,-2491.0,4000.0,-4000.0,-3510.0,-2941.0
608.0,457.0,-177.0,-1842.0,4000.0,-4000.0,-4000.0,-2165.0
1557.0,46.0,74.0,-1492.0,4000.0,-3659.0,-4000.0,-1469.0
2080.0,-171.0,324.0,207.0,4000.0,-1715.0,-4000.0,-1534.0
2396.0,-83.0,566.0,960.0,4000.0,394.0,-3700.0,-274.0
3378.0,-118.0,427.0,773.0,4000.0,2308.0,-4000.0,-248.0
4000.0,-53.0,606.0,950.0,4000.0,3604.0,-4000.0,-52.0
4000.0,-265.0,741.0,785.0,4000.0,4000.0,-3660.0,515.0
3647.0,-171.0,850.0,891.0,4000.0,4000.0,-2408.0,955.0
2597.0,124.0,663.0,1021.0,3916.0,4000.0,-1796.0,3340.0
1022.0,451.0,77.0,1306.0,3150.0,4000.0,-2842.0,4000.0
222.0,1246.0,-232.0,1234.0,2241.0,4000.0,-4000.0,3658.0
-818.0,2156.0,-220.0,1098.0,1604.0,4000.0,-4000.0,4000.0
-1762.0,2234.0,-270.0,577.0,1118.0,4000.0,-4000.0,3404.0
-1915.0,2169.0,-385.0,386.0,684.0,4000.0,-2505.0,1848.0
-1430.0,1821.0,-155.0,565.0,216.0,4000.0,-8.0,283.0
-1300.0,1116.0,-10.0,-366.0,-212.0,2840.0,661.0,-1511.0
-1196.0,581.0,-33.0,-1738.0,-486.0,1417.0,903.0,-2747.0
-974.0,-1024.0,-104.0,-1691.0,-812.0,725.0,1483.0,-3244.0
-779.0,-3472.0,-126.0,-1036.0,-1094.0,1148.0,1098.0,-4000.0
-654.0,-3588.0,-20.0,-747.0,-1333.0,1639.0,1657.0,-3113.0
-1022.0,-1407.0,21.0,-589.0,-1528.0,1409.0,1345.0,-983.0
-966.0,-1008.0,-163.0,-584.0,-1854.0,1077.0,1581.0,1134.0
-620.0,-562.0,-304.0,509.0,-2224.0,719.0,2321.0,3654.0
