-132.0,-236.0,-187.0,-233.0,-2818.0,429.0,-363.0,75.0
-140.0,-233.0,-206.0,-263.0,-2912.0,374.0,-384.0,-114.0
-156.0,-242.0,-190.0,-259.0,-2741.0,301.0,-440.0,-394.0
-181.0,-267.0,-198.0,-271.0,-2122.0,243.0,-436.0,-386.0
-155.0,-241.0,-206.0,-266.0,-1898.0,191.0,-441.0,-282.0
-171.0,-258.0,-200.0,-249.0,-2159.0,156.0,-436.0,-180.0
-166.0,-225.0,-185.0,-255.0,-2116.0,156.0,-424.0,-70.0
-136.0,-193.0,-183.0,-200.0,-2140.0,144.0,-424.0,-128.0
-175.0,-210.0,-177.0,-216.0,-1797.0,123.0,-408.0,-312.0
-165.0,-236.0,-168.0,-237.0,-1109.0,50.0,-375.0,-618.0
-128.0,-228.0,-140.0,-201.0,-730.0,-32.0,-359.0,-734.0
-107.0,-196.0,-123.0,-188.0,-261.0,-40.0,-363.0,-476.0
-112.0,-195.0,-114.0,-127.0,1.0,-9.0,-338.0,-200.0
-99.0,-165.0,-65.0,-107.0,275.0,-27.0,-325.0,-151.0
-71.0,-143.0,-54.0,-137.0,817.0,-6.0,-327.0,-59.0
-35.0,-122.0,-52.0,-96.0,880.0,4.0,-298.0,-136.0
2.0,-62.0,-44.0,-76.0,1097.0,12.0,-306.0,-723.0
15.0,-21.0,1.0,-62.0,1213.0,7.0,-287.0,-953.0
13.0,-6.0,42.0,-54.0,961.0,13.0,-255.0,-692.0
16.0,18.0,29.0,-40.0,843.0,23.0,-255.0,-455.0
30.0,37.0,31.0,-7.0,817.0,-18.0,-228.0,-168.0
21.0,57.0,31.0,7.0,1069.0,-32.0,-210.0,31.0
30.0,77.0,43.0,50.0,1059.0,-68.0,-199.0,144.0
47.0,109.0,63.0,52.0,982.0,-69.0,-196.0,190.0
17.0,112.0,83.0,71.0,811.0,-44.0,-156.0,207.0
11.0,99.0,83.0,42.0,733.0,-82.0,-133.0,474.0
32.0,114.0,74.0,52.0,575.0,-104.0,-119.0,700.0
38.0,113.0,75.0,85.0,583.0,-108.0,-108.0,751.0
47.0,121.0,72.0,61.0,641.0,-90.0,-102.0,882.0
50.0,140.0,43.0,87.0,328.0,-28.0,-80.0,941.0
52.0,152.0,50.0,60.0,454.0,155.0,-33.0,811.0
50.0,148.0,92.0,77.0,651.0,347.0,-16.0,569.0
43.0,143.0,75.0,94.0,293.0,562.0,-19.0,434.0
53.0,151.0,80.0,93.0,-356.0,831.0,33.0,261.0
39.0,157.0,105.0,116.0,55.0,1140.0,26.0,121.0
32.0,95.0,110.0,120.0,471.0,1547.0,1.0,249.0
52.0,68.0,75.0,87.0,597.0,1991.0,41.0,264.0
11.0,77.0,53.0,50.0,686.0,2425.0,48.0,391.0
14.0,62.0,66.0,24.0,344.0,2682.0,5.0,459.0
52.0,93.0,67.0,10.0,509.0,2759.0,5.0,338.0
40.0,73.0,34.0,28.0,418.0,2747.0,-6.0,304.0
25.0,40.0,9.0,2.0,314.0,2577.0,-17.0,304.0
14.0,20.0,16.0,25.0,444.0,2440.0,21.0,282.0
31.0,33.0,42.0,77.0,314.0,2189.0,23.0,281.0
17.0,87.0,68.0,51.0,706.0,1628.0,50.0,329.0
25.0,81.0,48.0,32.0,1009.0,1026.0,67.0,83.0
33.0,83.0,35.0,20.0,758.0,496.0,53.0,-32.0
31.0,87.0,30.0,0.0,635.0,67.0,73.0,71.0
44.0,111.0,50.0,-11.0,379.0,-212.0,65.0,47.0
26.0,95.0,46.0,26.0,109.0,-550.0,83.0,75.0
42.0,82.0,14.0,34.0,-96.0,-802.0,101.0,178.0
31.0,87.0,28.0,45.0,-313.0,-791.0,110.0,141.0
4.0,67.0,46.0,67.0,-299.0,-657.0,107.0,41.0
17.0,64.0,27.0,34.0,-227.0,-521.0,109.0,-55.0
9.0,68.0,40.0,31.0,7.0,-446.0,148.0,-385.0
7.0,60.0,30.0,50.0,25.0,-237.0,148.0,-366.0
-14.0,38.0,5.0,38.0,151.0,-65.0,145.0,-105.0
-17.0,-12.0,-3.0,16.0,477.0,110.0,124.0,-21.0
-4.0,21.0,-3.0,5.0,686.0,311.0,124.0,-232.0
-4.0,31.0,-2.0,6.0,917.0,365.0,145.0,-692.0
-14.0,11.0,0.0,8.0,1148.0,469.0,152.0,-862.0
-29.0,-2.0,-4.0,-13.0,1377.0,514.0,166.0,-908.0
-26.0,-13.0,-18.0,-10.0,1378.0,506.0,156.0,-953.0
-20.0,4.0,0.0,10.0,1518.0,554.0,184.0,-840.0
-15.0,-28.0,-22.0,10.0,1533.0,613.0,214.0,-653.0
-27.0,-21.0,-33.0,-5.0,1539.0,520.0,181.0,-424.0
-23.0,-11.0,-41.0,-16.0,1666.0,343.0,217.0,-524.0
