-98.0,-575.0,-182.0,-306.0,1332.0,-167.0,359.0,137.0
-105.0,-469.0,-182.0,-265.0,1207.0,-247.0,217.0,165.0
-111.0,-541.0,-197.0,-249.0,1227.0,-189.0,142.0,-84.0
-131.0,-556.0,-219.0,-137.0,1183.0,-122.0,181.0,-114.0
-146.0,-488.0,-226.0,170.0,1114.0,-86.0,90.0,47.0
-125.0,-358.0,-204.0,356.0,888.0,-79.0,4.0,-14.0
-103.0,-161.0,-198.0,-23.0,363.0,-73.0,-142.0,-290.0
-109.0,-69.0,-183.0,-346.0,24.0,-17.0,-135.0,-338.0
-94.0,-139.0,-133.0,-446.0,7.0,-43.0,-51.0,-267.0
-106.0,-137.0,-135.0,-635.0,106.0,-38.0,-61.0,-246.0
-113.0,-72.0,-105.0,-546.0,367.0,-81.0,-169.0,-234.0
-69.0,-118.0,-90.0,-503.0,682.0,-167.0,-216.0,-197.0
-63.0,16.0,-90.0,-397.0,701.0,-45.0,72.0,-254.0
-78.0,101.0,-96.0,-167.0,811.0,66.0,41.0,-276.0
-42.0,62.0,-79.0,-141.0,896.0,86.0,-162.0,-141.0
-39.0,132.0,-50.0,-130.0,896.0,13.0,-262.0,-93.0
-25.0,83.0,-51.0,4.0,920.0,-52.0,-223.0,-117.0
-35.0,-59.0,-11.0,113.0,876.0,4.0,-140.0,-102.0
-42.0,-236.0,-10.0,207.0,929.0,-2.0,-135.0,43.0
4.0,-318.0,-23.0,207.0,831.0,-98.0,16.0,157.0
-1.0,-218.0,18.0,199.0,469.0,-175.0,29.0,176.0
33.0,-44.0,34.0,172.0,258.0,-157.0,58.0,104.0
32.0,20.0,34.0,50.0,553.0,-57.0,16.0,111.0
8.0,83.0,34.0,18.0,1118.0,8.0,15.0,49.0
39.0,105.0,50.0,-122.0,1266.0,25.0,41.0,-200.0
29.0,87.0,53.0,-241.0,1253.0,26.0,36.0,-350.0
28.0,124.0,53.0,-182.0,1378.0,45.0,144.0,-358.0
21.0,103.0,65.0,-75.0,1188.0,76.0,245.0,-189.0
15.0,121.0,63.0,41.0,953.0,119.0,246.0,-65.0
