53.0,1.0,-1720.0,25.0,362.0,6.0,40.0,-70.0
40.0,24.0,-2057.0,3.0,328.0,-1.0,23.0,-69.0
30.0,14.0,-1846.0,9.0,290.0,-16.0,5.0,-169.0
7.0,16.0,-1878.0,-16.0,261.0,11.0,-15.0,-213.0
-31.0,11.0,-1229.0,24.0,243.0,5.0,-27.0,-168.0
-12.0,-4.0,-365.0,91.0,195.0,-4.0,-49.0,-96.0
-16.0,0.0,-336.0,94.0,134.0,-12.0,-45.0,-134.0
-45.0,-18.0,-403.0,75.0,129.0,-29.0,-23.0,-121.0
-27.0,-28.0,-281.0,12.0,106.0,-23.0,-51.0,-75.0
-21.0,-57.0,-149.0,12.0,56.0,-53.0,-58.0,-39.0
-45.0,-50.0,160.0,7.0,13.0,-56.0,-84.0,-47.0
-80.0,-26.0,408.0,-43.0,-36.0,-57.0,-127.0,-70.0
-81.0,-14.0,695.0,-97.0,-60.0,-73.0,-108.0,-27.0
-77.0,-25.0,708.0,-140.0,-85.0,-67.0,-130.0,210.0
-78.0,-59.0,807.0,-107.0,-125.0,-82.0,-124.0,484.0
-72.0,-91.0,828.0,-75.0,-138.0,-38.0,-106.0,308.0
-98.0,-95.0,792.0,-88.0,-182.0,21.0,-104.0,153.0
-105.0,-48.0,801.0,-90.0,-183.0,43.0,-53.0,-17.0
-125.0,-59.0,663.0,-74.0,-213.0,75.0,-20.0,-240.0
-152.0,-1.0,857.0,-84.0,-227.0,93.0,10.0,-360.0
-163.0,16.0,1284.0,-79.0,-234.0,81.0,16.0,-724.0
-175.0,12.0,1770.0,-93.0,-263.0,70.0,10.0,-948.0
-160.0,41.0,2600.0,-68.0,-218.0,67.0,18.0,-482.0
-118.0,7.0,2811.0,-21.0,-242.0,58.0,22.0,123.0
-101.0,-14.0,728.0,-10.0,-282.0,29.0,22.0,33.0
-69.0,-53.0,-746.0,6.0,-278.0,49.0,17.0,157.0
-45.0,-21.0,-768.0,-6.0,-268.0,126.0,13.0,239.0
