-142.0,-220.0,-157.0,-249.0,-153.0,-177.0,-224.0,-151.0
-123.0,-247.0,-169.0,-234.0,-183.0,-220.0,-244.0,-214.0
-142.0,-244.0,-163.0,-243.0,-155.0,-212.0,-219.0,-177.0
-156.0,-236.0,-157.0,-200.0,-162.0,-214.0,-247.0,-95.0
-148.0,-249.0,-161.0,-227.0,-153.0,-188.0,-226.0,-137.0
-150.0,-248.0,-153.0,-233.0,-144.0,-188.0,-202.0,-175.0
-142.0,-214.0,-161.0,-228.0,-134.0,-154.0,-186.0,-144.0
-132.0,-198.0,-147.0,-216.0,-124.0,-137.0,-149.0,-151.0
-111.0,-175.0,-138.0,-168.0,-93.0,-134.0,-154.0,-116.0
-97.0,-179.0,-124.0,-175.0,-55.0,-85.0,-137.0,-105.0
-82.0,-133.0,-95.0,-128.0,-44.0,-91.0,-120.0,-56.0
-42.0,-111.0,-79.0,-112.0,-34.0,-56.0,-62.0,-36.0
-50.0,-72.0,-67.0,-93.0,-16.0,-45.0,-33.0,-1.0
-24.0,-27.0,-61.0,-78.0,4.0,-8.0,-19.0,21.0
-1.0,-31.0,-45.0,-66.0,23.0,7.0,10.0,25.0
-10.0,7.0,-20.0,-13.0,44.0,20.0,22.0,49.0
5.0,26.0,1.0,-16.0,60.0,64.0,56.0,44.0
15.0,29.0,12.0,16.0,64.0,47.0,79.0,43.0
13.0,52.0,21.0,18.0,73.0,38.0,71.0,39.0
15.0,59.0,40.0,26.0,110.0,54.0,84.0,79.0
8.0,66.0,47.0,56.0,86.0,81.0,98.0,63.0
15.0,36.0,65.0,46.0,89.0,76.0,107.0,81.0
17.0,49.0,77.0,59.0,92.0,89.0,101.0,72.0
38.0,89.0,81.0,77.0,123.0,98.0,113.0,90.0
54.0,85.0,65.0,80.0,141.0,102.0,137.0,137.0
60.0,92.0,60.0,84.0,129.0,107.0,136.0,86.0
66.0,108.0,77.0,95.0,131.0,109.0,135.0,92.0
56.0,126.0,61.0,84.0,88.0,113.0,152.0,129.0
42.0,122.0,60.0,65.0,98.0,118.0,143.0,136.0
67.0,117.0,78.0,84.0,85.0,105.0,126.0,129.0
72.0,111.0,88.0,84.0,98.0,110.0,148.0,138.0
55.0,138.0,71.0,52.0,114.0,137.0,152.0,131.0
86.0,127.0,60.0,49.0,86.0,135.0,162.0,111.0
61.0,127.0,53.0,84.0,112.0,151.0,164.0,131.0
43.0,117.0,52.0,85.0,92.0,170.0,169.0,127.0
67.0,128.0,80.0,77.0,104.0,191.0,183.0,107.0
78.0,135.0,79.0,107.0,104.0,180.0,170.0,76.0
66.0,117.0,66.0,128.0,93.0,118.0,151.0,43.0
53.0,111.0,50.0,122.0,92.0,83.0,143.0,128.0
50.0,124.0,53.0,105.0,59.0,28.0,152.0,141.0
42.0,117.0,54.0,88.0,61.0,32.0,124.0,90.0
38.0,112.0,55.0,81.0,66.0,84.0,95.0,61.0
32.0,90.0,68.0,77.0,49.0,76.0,87.0,-9.0
25.0,58.0,53.0,51.0,34.0,81.0,72.0,40.0
33.0,66.0,54.0,11.0,37.0,69.0,48.0,59.0
9.0,67.0,34.0,28.0,34.0,54.0,67.0,117.0
7.0,82.0,13.0,7.0,26.0,42.0,59.0,212.0
-4.0,62.0,6.0,27.0,32.0,30.0,25.0,163.0
-9.0,48.0,5.0,27.0,23.0,52.0,27.0,144.0
18.0,47.0,19.0,11.0,23.0,27.0,35.0,59.0
